season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,rank,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,team_href
2020-2021,Premier League,results,results_home_away,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Aston Villa,Aston Villa,8602292d,11,19,7,4,8,29,27,+2,25,1.32,19,9,3,7,26,19,+7,30,1.58,https://fbref.com/en/squads/8602292d/2020-2021/Aston-Villa-Stats
2020-2021,Premier League,results,results_home_away,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Newcastle,Newcastle,b2b47a98,12,19,6,5,8,26,33,-7,23,1.21,19,6,4,9,20,29,-9,22,1.16,https://fbref.com/en/squads/b2b47a98/2020-2021/Newcastle-United-Stats
2020-2021,Premier League,results,results_home_away,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Wolves,Wolves,8cec06e1,13,19,7,4,8,21,25,-4,25,1.32,19,5,5,9,15,27,-12,20,1.05,https://fbref.com/en/squads/8cec06e1/2020-2021/Wolverhampton-Wanderers-Stats
2020-2021,Premier League,results,results_home_away,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Crystal Palace,Crystal Palace,47c64c55,14,19,6,5,8,20,32,-12,23,1.21,19,6,3,10,21,34,-13,21,1.11,https://fbref.com/en/squads/47c64c55/2020-2021/Crystal-Palace-Stats
2020-2021,Premier League,results,results_home_away,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Southampton,Southampton,33c895d4,15,19,8,3,8,28,25,+3,27,1.42,19,4,4,11,19,43,-24,16,0.84,https://fbref.com/en/squads/33c895d4/2020-2021/Southampton-Stats
2020-2021,Premier League,results,results_home_away,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Brighton,Brighton,d07537b9,16,19,4,9,6,22,22,0,21,1.11,19,5,5,9,18,24,-6,20,1.05,https://fbref.com/en/squads/d07537b9/2020-2021/Brighton-and-Hove-Albion-Stats
2020-2021,Premier League,results,results_home_away,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Burnley,Burnley,943e8050,17,19,4,6,9,14,27,-13,18,0.95,19,6,3,10,19,28,-9,21,1.11,https://fbref.com/en/squads/943e8050/2020-2021/Burnley-Stats
2020-2021,Premier League,results,results_home_away,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Fulham,Fulham,fd962109,18,19,2,4,13,9,28,-19,10,0.53,19,3,9,7,18,25,-7,18,0.95,https://fbref.com/en/squads/fd962109/2020-2021/Fulham-Stats
2020-2021,Premier League,results,results_home_away,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,West Brom,West Brom,60c6b05f,19,19,3,6,10,15,39,-24,15,0.79,19,2,5,12,20,37,-17,11,0.58,https://fbref.com/en/squads/60c6b05f/2020-2021/West-Bromwich-Albion-Stats
2020-2021,Premier League,results,results_home_away,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Sheffield United,Sheffield Utd,1df6b87e,20,19,5,1,13,12,27,-15,16,0.84,19,2,1,16,8,36,-28,7,0.37,https://fbref.com/en/squads/1df6b87e/2020-2021/Sheffield-United-Stats
