season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,team_href
2018-2019,Premier League,misc,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Leicester City,Leicester,a2d435b3,25,38.0,70,6,3,401,334,88,698,480,378,3,7,3,https://fbref.com/en/squads/a2d435b3/2018-2019/Leicester-City-Stats
2018-2019,Premier League,misc,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Liverpool,Liverpool,822bd0ba,23,38.0,48,1,0,367,297,124,472,499,412,1,7,3,https://fbref.com/en/squads/822bd0ba/2018-2019/Liverpool-Stats
2018-2019,Premier League,misc,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Manchester City,Man City,b8fd03ef,21,38.0,54,2,0,310,311,62,359,448,379,4,4,4,https://fbref.com/en/squads/b8fd03ef/2018-2019/Manchester-City-Stats
2018-2019,Premier League,misc,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Manchester Utd,Man Utd,19538871,28,38.0,67,1,1,409,411,72,662,442,385,5,12,0,https://fbref.com/en/squads/19538871/2018-2019/Manchester-United-Stats
2018-2019,Premier League,misc,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Newcastle,Newcastle,b2b47a98,24,38.0,58,1,0,349,410,63,834,351,367,5,3,1,https://fbref.com/en/squads/b2b47a98/2018-2019/Newcastle-United-Stats
2018-2019,Premier League,misc,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Southampton,Southampton,33c895d4,30,38.0,62,1,1,352,403,88,710,377,348,2,5,1,https://fbref.com/en/squads/33c895d4/2018-2019/Southampton-Stats
2018-2019,Premier League,misc,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Tottenham,Spurs,361ca564,28,38.0,61,2,0,386,361,107,662,504,383,4,4,1,https://fbref.com/en/squads/361ca564/2018-2019/Tottenham-Hotspur-Stats
2018-2019,Premier League,misc,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Watford,Watford,2abfe087,25,38.0,50,3,3,403,423,115,741,451,392,5,1,1,https://fbref.com/en/squads/2abfe087/2018-2019/Watford-Stats
2018-2019,Premier League,misc,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,West Ham,West Ham,7c21e445,26,38.0,57,1,0,401,319,125,711,409,414,5,6,1,https://fbref.com/en/squads/7c21e445/2018-2019/West-Ham-United-Stats
2018-2019,Premier League,misc,squad_against,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Wolves,Wolves,8cec06e1,21,38.0,76,4,1,334,393,48,654,387,410,4,4,1,https://fbref.com/en/squads/8cec06e1/2018-2019/Wolverhampton-Wanderers-Stats
