season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,team_href
2021-2022,Premier League,misc,squad_for,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Liverpool,Liverpool,822bd0ba,27,38.0,50,1,0,363,286,63,897,340,320,5,0,1,https://fbref.com/en/squads/822bd0ba/2021-2022/Liverpool-Stats
2021-2022,Premier League,misc,squad_for,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Manchester City,Man City,b8fd03ef,26,38.0,42,1,0,321,330,66,869,279,284,7,1,0,https://fbref.com/en/squads/b8fd03ef/2021-2022/Manchester-City-Stats
2021-2022,Premier League,misc,squad_for,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Manchester Utd,Man Utd,19538871,29,38.0,77,2,1,396,320,88,659,340,358,3,5,3,https://fbref.com/en/squads/19538871/2021-2022/Manchester-United-Stats
2021-2022,Premier League,misc,squad_for,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Newcastle,Newcastle,b2b47a98,29,38.0,81,2,1,392,366,71,592,360,383,1,6,2,https://fbref.com/en/squads/b2b47a98/2021-2022/Newcastle-United-Stats
2021-2022,Premier League,misc,squad_for,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Norwich City,Norwich,1c781004,28,38.0,57,1,1,356,431,55,568,381,368,2,12,2,https://fbref.com/en/squads/1c781004/2021-2022/Norwich-City-Stats
2021-2022,Premier League,misc,squad_for,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Southampton,Southampton,33c895d4,25,38.0,65,2,1,402,363,42,711,446,340,4,2,2,https://fbref.com/en/squads/33c895d4/2021-2022/Southampton-Stats
2021-2022,Premier League,misc,squad_for,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Tottenham,Spurs,361ca564,25,38.0,69,1,1,386,406,62,632,355,349,3,2,1,https://fbref.com/en/squads/361ca564/2021-2022/Tottenham-Hotspur-Stats
2021-2022,Premier League,misc,squad_for,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Watford,Watford,2abfe087,30,38.0,63,3,3,442,352,53,610,444,356,2,7,3,https://fbref.com/en/squads/2abfe087/2021-2022/Watford-Stats
2021-2022,Premier League,misc,squad_for,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,West Ham,West Ham,7c21e445,25,38.0,52,3,2,323,276,59,802,374,301,3,6,2,https://fbref.com/en/squads/7c21e445/2021-2022/West-Ham-United-Stats
2021-2022,Premier League,misc,squad_for,2021-2022 Premier League Stats _ FBref.com.html,2026-09-20T20:41:03.543264+00:00,Wolves,Wolves,8cec06e1,26,38.0,62,2,2,366,335,61,587,389,377,1,10,1,https://fbref.com/en/squads/8cec06e1/2021-2022/Wolverhampton-Wanderers-Stats
