season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,team_href
2026-2027,Premier League,standard,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Hull City,Hull City,bd8769d1,25,26.6,67.8,5,55,450,5.0,4,4,8,4,0,1,4,0,0.80,0.80,1.60,0.80,1.60,https://fbref.com/en/squads/bd8769d1/Hull-City-Stats
2026-2027,Premier League,standard,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Ipswich Town,Ipswich Town,b74092de,22,27.1,55.0,5,55,450,5.0,10,7,17,9,1,1,10,1,2.00,1.40,3.40,1.80,3.20,https://fbref.com/en/squads/b74092de/Ipswich-Town-Stats
2026-2027,Premier League,standard,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Leeds United,Leeds,5bfb9659,19,25.8,56.0,4,44,360,4.0,3,2,5,3,0,0,11,0,0.75,0.50,1.25,0.75,1.25,https://fbref.com/en/squads/5bfb9659/Leeds-United-Stats
2026-2027,Premier League,standard,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Liverpool,Liverpool,822bd0ba,18,26.2,39.8,4,44,360,4.0,4,3,7,3,1,1,9,0,1.00,0.75,1.75,0.75,1.50,https://fbref.com/en/squads/822bd0ba/Liverpool-Stats
2026-2027,Premier League,standard,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Manchester City,Man City,b8fd03ef,21,26.6,34.8,4,44,360,4.0,1,1,2,1,0,0,6,0,0.25,0.25,0.50,0.25,0.50,https://fbref.com/en/squads/b8fd03ef/Manchester-City-Stats
2026-2027,Premier League,standard,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Manchester Utd,Man Utd,19538871,19,26.7,39.5,4,44,360,4.0,7,4,11,7,0,0,10,1,1.75,1.00,2.75,1.75,2.75,https://fbref.com/en/squads/19538871/Manchester-United-Stats
2026-2027,Premier League,standard,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Newcastle,Newcastle,b2b47a98,21,26.5,51.0,5,55,450,5.0,7,4,11,6,1,1,12,0,1.40,0.80,2.20,1.20,2.00,https://fbref.com/en/squads/b2b47a98/Newcastle-United-Stats
2026-2027,Premier League,standard,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Nottingham,Nott'm Forest,e4a775cb,20,26.7,52.8,5,55,450,5.0,5,4,9,5,0,0,9,0,1.00,0.80,1.80,1.00,1.80,https://fbref.com/en/squads/e4a775cb/Nottingham-Forest-Stats
2026-2027,Premier League,standard,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Sunderland,Sunderland,8ef52968,20,26.5,50.5,4,44,360,4.0,5,3,8,4,1,1,7,0,1.25,0.75,2.00,1.00,1.75,https://fbref.com/en/squads/8ef52968/Sunderland-Stats
2026-2027,Premier League,standard,squad_against,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Tottenham,Spurs,361ca564,23,26.4,39.6,5,55,450,5.0,8,6,14,8,0,1,9,0,1.60,1.20,2.80,1.60,2.80,https://fbref.com/en/squads/361ca564/Tottenham-Hotspur-Stats
