season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,pens_made,pens_att,team_href
2022-2023,Premier League,shooting,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Leicester City,Leicester,a2d435b3,28,38.0,49,412,142,34.5,10.84,3.74,0.12,0.35,3,6,https://fbref.com/en/squads/a2d435b3/2022-2023/Leicester-City-Stats
2022-2023,Premier League,shooting,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Liverpool,Liverpool,822bd0ba,28,38.0,71,601,203,33.8,15.82,5.34,0.12,0.35,2,4,https://fbref.com/en/squads/822bd0ba/2022-2023/Liverpool-Stats
2022-2023,Premier League,shooting,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Manchester City,Man City,b8fd03ef,24,38.0,92,590,205,34.7,15.53,5.39,0.16,0.45,9,10,https://fbref.com/en/squads/b8fd03ef/2022-2023/Manchester-City-Stats
2022-2023,Premier League,shooting,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Manchester Utd,Man Utd,19538871,26,38.0,56,590,206,34.9,15.53,5.42,0.09,0.27,3,3,https://fbref.com/en/squads/19538871/2022-2023/Manchester-United-Stats
2022-2023,Premier League,shooting,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Newcastle,Newcastle,b2b47a98,27,38.0,64,565,184,32.6,14.87,4.84,0.11,0.35,6,6,https://fbref.com/en/squads/b2b47a98/2022-2023/Newcastle-United-Stats
2022-2023,Premier League,shooting,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Nottingham,Nott'm Forest,e4a775cb,33,38.0,36,362,111,30.7,9.53,2.92,0.10,0.32,3,6,https://fbref.com/en/squads/e4a775cb/2022-2023/Nottingham-Forest-Stats
2022-2023,Premier League,shooting,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Southampton,Southampton,33c895d4,36,38.0,36,413,132,32.0,10.87,3.47,0.09,0.27,2,4,https://fbref.com/en/squads/33c895d4/2022-2023/Southampton-Stats
2022-2023,Premier League,shooting,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Tottenham,Spurs,361ca564,29,38.0,68,512,186,36.3,13.47,4.89,0.13,0.37,5,6,https://fbref.com/en/squads/361ca564/2022-2023/Tottenham-Hotspur-Stats
2022-2023,Premier League,shooting,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,West Ham,West Ham,7c21e445,25,38.0,41,466,133,28.5,12.26,3.50,0.09,0.31,6,8,https://fbref.com/en/squads/7c21e445/2022-2023/West-Ham-United-Stats
2022-2023,Premier League,shooting,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Wolves,Wolves,8cec06e1,32,38.0,28,409,119,29.1,10.76,3.13,0.07,0.24,3,3,https://fbref.com/en/squads/8cec06e1/2022-2023/Wolverhampton-Wanderers-Stats
