season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,team_href
2017-2018,Premier League,keeper,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Manchester City,Man City,b8fd03ef,2,38,38,"3,420",38.0,27,0.71,85,58,68.2,32,4,2,18,47.4,2,0,2,0,100.0,https://fbref.com/en/squads/b8fd03ef/2017-2018/Manchester-City-Stats
2017-2018,Premier League,keeper,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Manchester Utd,Man Utd,19538871,2,38,38,"3,420",38.0,28,0.74,143,117,80.4,25,6,7,19,50.0,1,1,0,0,0.0,https://fbref.com/en/squads/19538871/2017-2018/Manchester-United-Stats
2017-2018,Premier League,keeper,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Newcastle,Newcastle,b2b47a98,3,38,38,"3,420",38.0,47,1.24,148,102,68.2,12,8,18,9,23.7,6,4,2,0,33.3,https://fbref.com/en/squads/b2b47a98/2017-2018/Newcastle-United-Stats
2017-2018,Premier League,keeper,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Southampton,Southampton,33c895d4,2,38,38,"3,420",38.0,56,1.47,165,108,66.1,7,15,16,8,21.1,2,1,1,0,50.0,https://fbref.com/en/squads/33c895d4/2017-2018/Southampton-Stats
2017-2018,Premier League,keeper,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Stoke City,Stoke,17892952,2,38,38,"3,420",38.0,68,1.79,216,150,68.5,7,12,19,6,15.8,5,5,0,0,0.0,https://fbref.com/en/squads/17892952/2017-2018/Stoke-City-Stats
2017-2018,Premier League,keeper,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Swansea City,Swansea,fb10988f,1,38,38,"3,420",38.0,56,1.47,190,133,70.5,8,9,21,9,23.7,6,3,3,0,50.0,https://fbref.com/en/squads/fb10988f/2017-2018/Swansea-City-Stats
2017-2018,Premier League,keeper,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Tottenham,Spurs,361ca564,3,38,38,"3,420",38.0,36,0.95,124,89,71.0,23,8,7,16,42.1,3,2,0,1,0.0,https://fbref.com/en/squads/361ca564/2017-2018/Tottenham-Hotspur-Stats
2017-2018,Premier League,keeper,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Watford,Watford,2abfe087,2,38,38,"3,420",38.0,64,1.68,156,93,59.0,11,8,19,9,23.7,6,6,0,0,0.0,https://fbref.com/en/squads/2abfe087/2017-2018/Watford-Stats
2017-2018,Premier League,keeper,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,West Brom,West Brom,60c6b05f,2,38,38,"3,420",38.0,56,1.47,154,100,63.6,6,13,19,10,26.3,1,1,0,0,0.0,https://fbref.com/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats
2017-2018,Premier League,keeper,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,West Ham,West Ham,7c21e445,2,38,38,"3,420",38.0,68,1.79,187,119,63.6,10,12,16,10,26.3,6,5,1,0,16.7,https://fbref.com/en/squads/7c21e445/2017-2018/West-Ham-United-Stats
