season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,rank,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,team_href
2016-2017,Premier League,results,results_home_away,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,West Ham,West Ham,7c21e445,11,19,7,4,8,19,31,-12,25,1.32,19,5,5,9,28,33,-5,20,1.05,https://fbref.com/en/squads/7c21e445/2016-2017/West-Ham-United-Stats
2016-2017,Premier League,results,results_home_away,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Leicester City,Leicester,a2d435b3,12,19,10,4,5,31,25,+6,34,1.79,19,2,4,13,17,38,-21,10,0.53,https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats
2016-2017,Premier League,results,results_home_away,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Stoke City,Stoke,17892952,13,19,7,6,6,24,24,0,27,1.42,19,4,5,10,17,32,-15,17,0.89,https://fbref.com/en/squads/17892952/2016-2017/Stoke-City-Stats
2016-2017,Premier League,results,results_home_away,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Crystal Palace,Crystal Palace,47c64c55,14,19,6,2,11,24,25,-1,20,1.05,19,6,3,10,26,38,-12,21,1.11,https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats
2016-2017,Premier League,results,results_home_away,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Swansea City,Swansea,fb10988f,15,19,8,3,8,27,34,-7,27,1.42,19,4,2,13,18,36,-18,14,0.74,https://fbref.com/en/squads/fb10988f/2016-2017/Swansea-City-Stats
2016-2017,Premier League,results,results_home_away,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Burnley,Burnley,943e8050,16,19,10,3,6,26,20,+6,33,1.74,19,1,4,14,13,35,-22,7,0.37,https://fbref.com/en/squads/943e8050/2016-2017/Burnley-Stats
2016-2017,Premier League,results,results_home_away,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Watford,Watford,2abfe087,17,19,8,4,7,25,29,-4,28,1.47,19,3,3,13,15,39,-24,12,0.63,https://fbref.com/en/squads/2abfe087/2016-2017/Watford-Stats
2016-2017,Premier League,results,results_home_away,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Hull City,Hull,bd8769d1,18,19,8,4,7,28,35,-7,28,1.47,19,1,3,15,9,45,-36,6,0.32,https://fbref.com/en/squads/bd8769d1/2016-2017/Hull-City-Stats
2016-2017,Premier League,results,results_home_away,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Middlesbrough,Middlesbrough,7f59c601,19,19,4,6,9,17,23,-6,18,0.95,19,1,7,11,10,30,-20,10,0.53,https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats
2016-2017,Premier League,results,results_home_away,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Sunderland,Sunderland,8ef52968,20,19,3,5,11,16,34,-18,14,0.74,19,3,1,15,13,35,-22,10,0.53,https://fbref.com/en/squads/8ef52968/2016-2017/Sunderland-Stats
